IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
194017482,INDECENT EXPOSURE,SEE CATEGORY,Thursday,09/02/2004,13:00,UNKNOWN,NONE,UNKNOWN,-122.21950792201356,37.73699295837288,"(-122.21950792201356, 37.73699295837288)",194017482355219
119971483,INDECENT EXPOSURE,SEE CATEGORY,Thursday,09/02/2004,20:00,UNKNOWN,NONE,UNKNOWN,-122.48542256174912,37.803482764710694,"(-122.48542256174912, 37.803482764710694)",119971483355219
141197119,INDECENT EXPOSURE,SEE CATEGORY,Friday,09/03/2004,09:00,UNKNOWN,NONE,UNKNOWN,-122.06612150637706,37.612254626939155,"(-122.06612150637706, 37.612254626939155)",141197119355219
141409472,INDECENT EXPOSURE,SEE CATEGORY,Saturday,09/04/2004,04:00,UNKNOWN,NONE,UNKNOWN,-122.41122584469268,37.765319561550776,"(-122.41122584469268, 37.765319561550776)",141409472355219
123315058,INDECENT EXPOSURE,SEE CATEGORY,Saturday,09/04/2004,16:00,UNKNOWN,NONE,UNKNOWN,-122.20980182673992,37.70880930002486,"(-122.20980182673992, 37.70880930002486)",123315058355219
130798313,INDECENT EXPOSURE,SEE CATEGORY,Saturday,09/04/2004,18:00,UNKNOWN,NONE,UNKNOWN,-122.14141904814836,37.79704869878998,"(-122.14141904814836, 37.79704869878998)",130798313355219
181648187,INDECENT EXPOSURE,SEE CATEGORY,Sunday,09/05/2004,12:00,UNKNOWN,NONE,UNKNOWN,-122.24021988688428,37.776105349316566,"(-122.24021988688428, 37.776105349316566)",181648187355219
156860300,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,09/08/2004,06:00,UNKNOWN,NONE,UNKNOWN,-122.49256781988353,37.7995861440066,"(-122.49256781988353, 37.7995861440066)",156860300355219
143409707,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,09/08/2004,14:00,UNKNOWN,NONE,UNKNOWN,-122.0893071650183,37.76304125430675,"(-122.0893071650183, 37.76304125430675)",143409707355219
189353774,INDECENT EXPOSURE,SEE CATEGORY,Thursday,09/09/2004,13:00,UNKNOWN,NONE,UNKNOWN,-122.45771503133157,37.71721780904642,"(-122.45771503133157, 37.71721780904642)",189353774355219
119806501,INDECENT EXPOSURE,SEE CATEGORY,Friday,09/10/2004,15:00,UNKNOWN,NONE,UNKNOWN,-122.5122348402375,37.74937545946096,"(-122.5122348402375, 37.74937545946096)",119806501355219
131231452,INDECENT EXPOSURE,SEE CATEGORY,Sunday,09/12/2004,02:00,UNKNOWN,NONE,UNKNOWN,-122.39174607843495,37.79625108235261,"(-122.39174607843495, 37.79625108235261)",131231452355219
175395961,INDECENT EXPOSURE,SEE CATEGORY,Sunday,09/12/2004,06:00,UNKNOWN,NONE,UNKNOWN,-122.45254249687557,37.725365735565305,"(-122.45254249687557, 37.725365735565305)",175395961355219
131777174,INDECENT EXPOSURE,SEE CATEGORY,Monday,09/13/2004,02:00,UNKNOWN,NONE,UNKNOWN,-122.48409287905685,37.741519898335405,"(-122.48409287905685, 37.741519898335405)",131777174355219
154627274,INDECENT EXPOSURE,SEE CATEGORY,Monday,09/13/2004,13:00,UNKNOWN,NONE,UNKNOWN,-122.23116970747493,37.77763160067486,"(-122.23116970747493, 37.77763160067486)",154627274355219
188919057,INDECENT EXPOSURE,SEE CATEGORY,Monday,09/13/2004,19:00,UNKNOWN,NONE,UNKNOWN,-122.27266737461251,37.683819725221255,"(-122.27266737461251, 37.683819725221255)",188919057355219
137130939,INDECENT EXPOSURE,SEE CATEGORY,Monday,09/13/2004,23:00,UNKNOWN,NONE,UNKNOWN,-122.4112702811012,37.7279182235754,"(-122.4112702811012, 37.7279182235754)",137130939355219
120989133,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,09/14/2004,06:00,UNKNOWN,NONE,UNKNOWN,-122.49507602880041,37.665577752367,"(-122.49507602880041, 37.665577752367)",120989133355219
199803365,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,09/14/2004,12:00,UNKNOWN,NONE,UNKNOWN,-122.44545278382037,37.7309749285147,"(-122.44545278382037, 37.7309749285147)",199803365355219
192834770,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,09/15/2004,10:00,UNKNOWN,NONE,UNKNOWN,-122.11348671447074,37.76867849741518,"(-122.11348671447074, 37.76867849741518)",192834770355219
194895364,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,09/15/2004,19:00,UNKNOWN,NONE,UNKNOWN,-122.43001026988216,37.61326959973981,"(-122.43001026988216, 37.61326959973981)",194895364355219
105469396,INDECENT EXPOSURE,SEE CATEGORY,Friday,09/17/2004,16:00,UNKNOWN,NONE,UNKNOWN,-122.37783282130974,37.76355528576137,"(-122.37783282130974, 37.76355528576137)",105469396355219
140057199,INDECENT EXPOSURE,SEE CATEGORY,Saturday,09/18/2004,01:00,UNKNOWN,NONE,UNKNOWN,-122.49760098920818,37.624644593543266,"(-122.49760098920818, 37.624644593543266)",140057199355219
174847155,INDECENT EXPOSURE,SEE CATEGORY,Sunday,09/19/2004,08:00,UNKNOWN,NONE,UNKNOWN,-122.42244712672162,37.79613766301498,"(-122.42244712672162, 37.79613766301498)",174847155355219
119992280,INDECENT EXPOSURE,SEE CATEGORY,Sunday,09/19/2004,17:00,UNKNOWN,NONE,UNKNOWN,-122.34052661925108,37.71802872465621,"(-122.34052661925108, 37.71802872465621)",119992280355219
192242195,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,09/21/2004,08:00,UNKNOWN,NONE,UNKNOWN,-122.50613494507324,37.7029221990705,"(-122.50613494507324, 37.7029221990705)",192242195355219
107248710,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,09/21/2004,09:00,UNKNOWN,NONE,UNKNOWN,-122.01584993877862,37.79655138333851,"(-122.01584993877862, 37.79655138333851)",107248710355219
167201652,INDECENT EXPOSURE,SEE CATEGORY,Thursday,09/23/2004,12:00,UNKNOWN,NONE,UNKNOWN,-122.19959522051471,37.7666380874175,"(-122.19959522051471, 37.7666380874175)",167201652355219
167044161,INDECENT EXPOSURE,SEE CATEGORY,Friday,09/24/2004,19:00,UNKNOWN,NONE,UNKNOWN,-122.48535398794098,37.780207495857944,"(-122.48535398794098, 37.780207495857944)",167044161355219
130688256,INDECENT EXPOSURE,SEE CATEGORY,Friday,09/24/2004,21:00,UNKNOWN,NONE,UNKNOWN,-122.02951638944188,37.70009535399132,"(-122.02951638944188, 37.70009535399132)",130688256355219
186600697,INDECENT EXPOSURE,SEE CATEGORY,Saturday,09/25/2004,12:00,UNKNOWN,NONE,UNKNOWN,-122.45366059634954,37.72255880105995,"(-122.45366059634954, 37.72255880105995)",186600697355219
195742682,INDECENT EXPOSURE,SEE CATEGORY,Saturday,09/25/2004,23:00,UNKNOWN,NONE,UNKNOWN,-122.50067798434634,37.69908695849307,"(-122.50067798434634, 37.69908695849307)",195742682355219
197294839,INDECENT EXPOSURE,SEE CATEGORY,Sunday,09/26/2004,19:00,UNKNOWN,NONE,UNKNOWN,-122.17307167813097,37.72464902898832,"(-122.17307167813097, 37.72464902898832)",197294839355219
133891616,INDECENT EXPOSURE,SEE CATEGORY,Friday,10/01/2004,20:00,UNKNOWN,NONE,UNKNOWN,-122.18396904615643,37.818504795326966,"(-122.18396904615643, 37.818504795326966)",133891616355219
172597080,INDECENT EXPOSURE,SEE CATEGORY,Saturday,10/02/2004,04:00,UNKNOWN,NONE,UNKNOWN,-122.05464855305979,37.78103367726347,"(-122.05464855305979, 37.78103367726347)",172597080355219
150876290,INDECENT EXPOSURE,SEE CATEGORY,Saturday,10/02/2004,14:00,UNKNOWN,NONE,UNKNOWN,-122.38358554261016,37.63802284293849,"(-122.38358554261016, 37.63802284293849)",150876290355219
155089219,INDECENT EXPOSURE,SEE CATEGORY,Saturday,10/02/2004,20:00,UNKNOWN,NONE,UNKNOWN,-122.41872780775394,37.64097700366209,"(-122.41872780775394, 37.64097700366209)",155089219355219
178845795,INDECENT EXPOSURE,SEE CATEGORY,Monday,10/04/2004,02:00,UNKNOWN,NONE,UNKNOWN,-122.4541363131929,37.719687074512194,"(-122.4541363131929, 37.719687074512194)",178845795355219
181331988,INDECENT EXPOSURE,SEE CATEGORY,Monday,10/04/2004,22:00,UNKNOWN,NONE,UNKNOWN,-122.2782914252923,37.63834048745627,"(-122.2782914252923, 37.63834048745627)",181331988355219
174303618,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,10/05/2004,15:00,UNKNOWN,NONE,UNKNOWN,-122.465363965591,37.674465113682935,"(-122.465363965591, 37.674465113682935)",174303618355219
143071575,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,10/05/2004,18:00,UNKNOWN,NONE,UNKNOWN,-122.10112562912731,37.79333648521229,"(-122.10112562912731, 37.79333648521229)",143071575355219
159232311,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,10/06/2004,16:00,UNKNOWN,NONE,UNKNOWN,-122.49047916615113,37.800006838508864,"(-122.49047916615113, 37.800006838508864)",159232311355219
161591527,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,10/06/2004,18:00,UNKNOWN,NONE,UNKNOWN,-122.10938423231318,37.70872275390402,"(-122.10938423231318, 37.70872275390402)",161591527355219
111728479,INDECENT EXPOSURE,SEE CATEGORY,Saturday,10/09/2004,01:00,UNKNOWN,NONE,UNKNOWN,-122.46623553583254,37.773469319297035,"(-122.46623553583254, 37.773469319297035)",111728479355219
190254882,INDECENT EXPOSURE,SEE CATEGORY,Saturday,10/09/2004,18:00,UNKNOWN,NONE,UNKNOWN,-122.0109831889816,37.748895424979246,"(-122.0109831889816, 37.748895424979246)",190254882355219
128282354,INDECENT EXPOSURE,SEE CATEGORY,Monday,10/11/2004,13:00,UNKNOWN,NONE,UNKNOWN,-122.51172729941352,37.675354583307985,"(-122.51172729941352, 37.675354583307985)",128282354355219
106810435,INDECENT EXPOSURE,SEE CATEGORY,Monday,10/11/2004,16:00,UNKNOWN,NONE,UNKNOWN,-122.44970270371763,37.64722885286817,"(-122.44970270371763, 37.64722885286817)",106810435355219
191391736,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,10/12/2004,07:00,UNKNOWN,NONE,UNKNOWN,-122.51235268770562,37.63496190318779,"(-122.51235268770562, 37.63496190318779)",191391736355219
178761110,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,10/12/2004,23:00,UNKNOWN,NONE,UNKNOWN,-122.39072404160224,37.68654491652095,"(-122.39072404160224, 37.68654491652095)",178761110355219
104280951,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,10/12/2004,23:00,UNKNOWN,NONE,UNKNOWN,-122.01025432064392,37.61873269597725,"(-122.01025432064392, 37.61873269597725)",104280951355219
176615995,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,10/13/2004,01:00,UNKNOWN,NONE,UNKNOWN,-122.22845432992726,37.80036679560481,"(-122.22845432992726, 37.80036679560481)",176615995355219
122570862,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,10/13/2004,14:00,UNKNOWN,NONE,UNKNOWN,-122.50743097337013,37.7279594803689,"(-122.50743097337013, 37.7279594803689)",122570862355219
129215026,INDECENT EXPOSURE,SEE CATEGORY,Thursday,10/14/2004,08:00,UNKNOWN,NONE,UNKNOWN,-122.2147414664813,37.74109039151222,"(-122.2147414664813, 37.74109039151222)",129215026355219
182243337,INDECENT EXPOSURE,SEE CATEGORY,Saturday,10/16/2004,09:00,UNKNOWN,NONE,UNKNOWN,-122.01940532201618,37.66479994879838,"(-122.01940532201618, 37.66479994879838)",182243337355219
145479974,INDECENT EXPOSURE,SEE CATEGORY,Saturday,10/16/2004,11:00,UNKNOWN,NONE,UNKNOWN,-122.09803129006389,37.681853526995596,"(-122.09803129006389, 37.681853526995596)",145479974355219
123913777,INDECENT EXPOSURE,SEE CATEGORY,Sunday,10/17/2004,01:00,UNKNOWN,NONE,UNKNOWN,-122.47142455092116,37.64655804234868,"(-122.47142455092116, 37.64655804234868)",123913777355219
113120397,INDECENT EXPOSURE,SEE CATEGORY,Sunday,10/17/2004,05:00,UNKNOWN,NONE,UNKNOWN,-122.39654836702272,37.7233540087319,"(-122.39654836702272, 37.7233540087319)",113120397355219
151729612,INDECENT EXPOSURE,SEE CATEGORY,Sunday,10/17/2004,19:00,UNKNOWN,NONE,UNKNOWN,-122.20431645716285,37.636550454224825,"(-122.20431645716285, 37.636550454224825)",151729612355219
166393890,INDECENT EXPOSURE,SEE CATEGORY,Monday,10/18/2004,06:00,UNKNOWN,NONE,UNKNOWN,-122.50128448487838,37.76026146885317,"(-122.50128448487838, 37.76026146885317)",166393890355219
139075892,INDECENT EXPOSURE,SEE CATEGORY,Monday,10/18/2004,08:00,UNKNOWN,NONE,UNKNOWN,-122.09359283637417,37.781733883474736,"(-122.09359283637417, 37.781733883474736)",139075892355219
137750489,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,10/19/2004,18:00,UNKNOWN,NONE,UNKNOWN,-122.49876691131283,37.7905388512531,"(-122.49876691131283, 37.7905388512531)",137750489355219
190390536,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,10/20/2004,21:00,UNKNOWN,NONE,UNKNOWN,-122.34324200830507,37.78252365970834,"(-122.34324200830507, 37.78252365970834)",190390536355219
131535868,INDECENT EXPOSURE,SEE CATEGORY,Thursday,10/21/2004,06:00,UNKNOWN,NONE,UNKNOWN,-122.01806681288367,37.81593434244758,"(-122.01806681288367, 37.81593434244758)",131535868355219
156287940,INDECENT EXPOSURE,SEE CATEGORY,Thursday,10/21/2004,11:00,UNKNOWN,NONE,UNKNOWN,-122.43774113197033,37.623275083791995,"(-122.43774113197033, 37.623275083791995)",156287940355219
142648020,INDECENT EXPOSURE,SEE CATEGORY,Saturday,10/23/2004,07:00,UNKNOWN,NONE,UNKNOWN,-122.37994499050953,37.60326494450697,"(-122.37994499050953, 37.60326494450697)",142648020355219
103247881,INDECENT EXPOSURE,SEE CATEGORY,Sunday,10/24/2004,03:00,UNKNOWN,NONE,UNKNOWN,-122.49398832542384,37.71163905041771,"(-122.49398832542384, 37.71163905041771)",103247881355219
164300513,INDECENT EXPOSURE,SEE CATEGORY,Monday,10/25/2004,20:00,UNKNOWN,NONE,UNKNOWN,-122.05926160184114,37.697007643343184,"(-122.05926160184114, 37.697007643343184)",164300513355219
150655738,INDECENT EXPOSURE,SEE CATEGORY,Monday,10/25/2004,22:00,UNKNOWN,NONE,UNKNOWN,-122.09552244589212,37.62888752059405,"(-122.09552244589212, 37.62888752059405)",150655738355219
163096386,INDECENT EXPOSURE,SEE CATEGORY,Thursday,11/04/2004,17:00,UNKNOWN,NONE,UNKNOWN,-122.06544297117415,37.707250506146195,"(-122.06544297117415, 37.707250506146195)",163096386355219
187909659,INDECENT EXPOSURE,SEE CATEGORY,Saturday,11/06/2004,01:00,UNKNOWN,NONE,UNKNOWN,-122.23587647980068,37.78856107620027,"(-122.23587647980068, 37.78856107620027)",187909659355219
194519900,INDECENT EXPOSURE,SEE CATEGORY,Saturday,11/06/2004,19:00,UNKNOWN,NONE,UNKNOWN,-122.48962645017484,37.713099560017014,"(-122.48962645017484, 37.713099560017014)",194519900355219
101555811,INDECENT EXPOSURE,SEE CATEGORY,Saturday,11/06/2004,20:00,UNKNOWN,NONE,UNKNOWN,-122.40525527038477,37.73732057084452,"(-122.40525527038477, 37.73732057084452)",101555811355219
187918139,INDECENT EXPOSURE,SEE CATEGORY,Sunday,11/07/2004,18:00,UNKNOWN,NONE,UNKNOWN,-122.12873173924106,37.81513379771994,"(-122.12873173924106, 37.81513379771994)",187918139355219
168568685,INDECENT EXPOSURE,SEE CATEGORY,Sunday,11/07/2004,20:00,UNKNOWN,NONE,UNKNOWN,-122.455289578314,37.68844770534926,"(-122.455289578314, 37.68844770534926)",168568685355219
149949199,INDECENT EXPOSURE,SEE CATEGORY,Monday,11/08/2004,07:00,UNKNOWN,NONE,UNKNOWN,-122.24250299658908,37.63495900914796,"(-122.24250299658908, 37.63495900914796)",149949199355219
101598018,INDECENT EXPOSURE,SEE CATEGORY,Monday,11/08/2004,17:00,UNKNOWN,NONE,UNKNOWN,-122.40763252860567,37.6156659178891,"(-122.40763252860567, 37.6156659178891)",101598018355219
161540514,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,11/10/2004,14:00,UNKNOWN,NONE,UNKNOWN,-122.46251697661243,37.73250866294419,"(-122.46251697661243, 37.73250866294419)",161540514355219
148194199,INDECENT EXPOSURE,SEE CATEGORY,Thursday,11/11/2004,09:00,UNKNOWN,NONE,UNKNOWN,-122.27840021527956,37.67663639020719,"(-122.27840021527956, 37.67663639020719)",148194199355219
150642161,INDECENT EXPOSURE,SEE CATEGORY,Thursday,11/11/2004,12:00,UNKNOWN,NONE,UNKNOWN,-122.28989163994052,37.626038325733056,"(-122.28989163994052, 37.626038325733056)",150642161355219
146784866,INDECENT EXPOSURE,SEE CATEGORY,Saturday,11/13/2004,10:00,UNKNOWN,NONE,UNKNOWN,-122.4642968246496,37.814521026361184,"(-122.4642968246496, 37.814521026361184)",146784866355219
122794300,INDECENT EXPOSURE,SEE CATEGORY,Sunday,11/14/2004,03:00,UNKNOWN,NONE,UNKNOWN,-122.3704006965625,37.7647307888962,"(-122.3704006965625, 37.7647307888962)",122794300355219
150170568,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,11/17/2004,04:00,UNKNOWN,NONE,UNKNOWN,-122.37550482815725,37.67207119436296,"(-122.37550482815725, 37.67207119436296)",150170568355219
104318100,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,11/17/2004,16:00,UNKNOWN,NONE,UNKNOWN,-122.36293008557327,37.807175498783366,"(-122.36293008557327, 37.807175498783366)",104318100355219
152342261,INDECENT EXPOSURE,SEE CATEGORY,Thursday,11/18/2004,09:00,UNKNOWN,NONE,UNKNOWN,-122.32239085115076,37.71508899868805,"(-122.32239085115076, 37.71508899868805)",152342261355219
195354855,INDECENT EXPOSURE,SEE CATEGORY,Thursday,11/18/2004,16:00,UNKNOWN,NONE,UNKNOWN,-122.2130227526259,37.760384290656894,"(-122.2130227526259, 37.760384290656894)",195354855355219
159022456,INDECENT EXPOSURE,SEE CATEGORY,Thursday,11/18/2004,23:00,UNKNOWN,NONE,UNKNOWN,-122.47572343492516,37.67505514344671,"(-122.47572343492516, 37.67505514344671)",159022456355219
191204033,INDECENT EXPOSURE,SEE CATEGORY,Friday,11/19/2004,18:00,UNKNOWN,NONE,UNKNOWN,-122.05625717625587,37.68588694129945,"(-122.05625717625587, 37.68588694129945)",191204033355219
183332880,INDECENT EXPOSURE,SEE CATEGORY,Saturday,11/20/2004,18:00,UNKNOWN,NONE,UNKNOWN,-122.48835499061377,37.696366587727596,"(-122.48835499061377, 37.696366587727596)",183332880355219
138772276,INDECENT EXPOSURE,SEE CATEGORY,Saturday,11/20/2004,18:00,UNKNOWN,NONE,UNKNOWN,-122.42333563519675,37.76929399173145,"(-122.42333563519675, 37.76929399173145)",138772276355219
158075159,INDECENT EXPOSURE,SEE CATEGORY,Monday,11/22/2004,10:00,UNKNOWN,NONE,UNKNOWN,-122.29717380617966,37.62373506618556,"(-122.29717380617966, 37.62373506618556)",158075159355219
160002471,INDECENT EXPOSURE,SEE CATEGORY,Monday,11/22/2004,13:00,UNKNOWN,NONE,UNKNOWN,-122.50347432582751,37.755154615792286,"(-122.50347432582751, 37.755154615792286)",160002471355219
192224187,INDECENT EXPOSURE,SEE CATEGORY,Monday,11/22/2004,22:00,UNKNOWN,NONE,UNKNOWN,-122.2479089577018,37.767855038177004,"(-122.2479089577018, 37.767855038177004)",192224187355219
146524189,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,11/23/2004,08:00,UNKNOWN,NONE,UNKNOWN,-122.07216220269402,37.7535536035532,"(-122.07216220269402, 37.7535536035532)",146524189355219
144667746,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,11/23/2004,19:00,UNKNOWN,NONE,UNKNOWN,-122.12912646968155,37.80435061806461,"(-122.12912646968155, 37.80435061806461)",144667746355219
105455688,INDECENT EXPOSURE,SEE CATEGORY,Thursday,11/25/2004,06:00,UNKNOWN,NONE,UNKNOWN,-122.00520448526154,37.70197640401027,"(-122.00520448526154, 37.70197640401027)",105455688355219
184218779,INDECENT EXPOSURE,SEE CATEGORY,Thursday,11/25/2004,11:00,UNKNOWN,NONE,UNKNOWN,-122.45188421208084,37.72757659808549,"(-122.45188421208084, 37.72757659808549)",184218779355219
127695786,INDECENT EXPOSURE,SEE CATEGORY,Saturday,11/27/2004,03:00,UNKNOWN,NONE,UNKNOWN,-122.37747345483648,37.69270652742666,"(-122.37747345483648, 37.69270652742666)",127695786355219
137582836,INDECENT EXPOSURE,SEE CATEGORY,Sunday,11/28/2004,08:00,UNKNOWN,NONE,UNKNOWN,-122.07549712473987,37.75883287251086,"(-122.07549712473987, 37.75883287251086)",137582836355219
181099185,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,12/01/2004,02:00,UNKNOWN,NONE,UNKNOWN,-122.33911927180037,37.7411102773089,"(-122.33911927180037, 37.7411102773089)",181099185355219
120376051,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,12/01/2004,14:00,UNKNOWN,NONE,UNKNOWN,-122.03852147126939,37.692215119229616,"(-122.03852147126939, 37.692215119229616)",120376051355219
164345429,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,12/01/2004,20:00,UNKNOWN,NONE,UNKNOWN,-122.18466500695746,37.65329937581399,"(-122.18466500695746, 37.65329937581399)",164345429355219
150220539,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,12/01/2004,23:00,UNKNOWN,NONE,UNKNOWN,-122.29236579230403,37.645823433047184,"(-122.29236579230403, 37.645823433047184)",150220539355219
175958932,INDECENT EXPOSURE,SEE CATEGORY,Thursday,12/02/2004,01:00,UNKNOWN,NONE,UNKNOWN,-122.22283856822807,37.659211413005906,"(-122.22283856822807, 37.659211413005906)",175958932355219
150775027,INDECENT EXPOSURE,SEE CATEGORY,Thursday,12/02/2004,05:00,UNKNOWN,NONE,UNKNOWN,-122.33827763342111,37.68226991076116,"(-122.33827763342111, 37.68226991076116)",150775027355219
181969923,INDECENT EXPOSURE,SEE CATEGORY,Thursday,12/02/2004,22:00,UNKNOWN,NONE,UNKNOWN,-122.46596555237313,37.768081956626254,"(-122.46596555237313, 37.768081956626254)",181969923355219
119020288,INDECENT EXPOSURE,SEE CATEGORY,Sunday,12/05/2004,00:00,UNKNOWN,NONE,UNKNOWN,-122.45826482004188,37.71874929637836,"(-122.45826482004188, 37.71874929637836)",119020288355219
198898181,INDECENT EXPOSURE,SEE CATEGORY,Sunday,12/05/2004,03:00,UNKNOWN,NONE,UNKNOWN,-122.41985817700787,37.781922416460816,"(-122.41985817700787, 37.781922416460816)",198898181355219
189547688,INDECENT EXPOSURE,SEE CATEGORY,Monday,12/06/2004,11:00,UNKNOWN,NONE,UNKNOWN,-122.0965196262749,37.767473073815864,"(-122.0965196262749, 37.767473073815864)",189547688355219
117475581,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,12/07/2004,15:00,UNKNOWN,NONE,UNKNOWN,-122.43762632627268,37.808967005677395,"(-122.43762632627268, 37.808967005677395)",117475581355219
118710715,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,12/07/2004,18:00,UNKNOWN,NONE,UNKNOWN,-122.46128786966409,37.714291701151865,"(-122.46128786966409, 37.714291701151865)",118710715355219
135735937,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,12/08/2004,11:00,UNKNOWN,NONE,UNKNOWN,-122.27899724868955,37.63833965362681,"(-122.27899724868955, 37.63833965362681)",135735937355219
169877782,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,12/08/2004,20:00,UNKNOWN,NONE,UNKNOWN,-122.4735338781207,37.71655570622922,"(-122.4735338781207, 37.71655570622922)",169877782355219
173401258,INDECENT EXPOSURE,SEE CATEGORY,Thursday,12/09/2004,04:00,UNKNOWN,NONE,UNKNOWN,-122.49271942278911,37.80483261422991,"(-122.49271942278911, 37.80483261422991)",173401258355219
127105288,INDECENT EXPOSURE,SEE CATEGORY,Friday,12/10/2004,23:00,UNKNOWN,NONE,UNKNOWN,-122.14890932493041,37.602045148957096,"(-122.14890932493041, 37.602045148957096)",127105288355219
112295433,INDECENT EXPOSURE,SEE CATEGORY,Sunday,12/12/2004,16:00,UNKNOWN,NONE,UNKNOWN,-122.1003597826537,37.660065289305194,"(-122.1003597826537, 37.660065289305194)",112295433355219
137537479,INDECENT EXPOSURE,SEE CATEGORY,Monday,12/13/2004,09:00,UNKNOWN,NONE,UNKNOWN,-122.39614310661077,37.737748950792856,"(-122.39614310661077, 37.737748950792856)",137537479355219
182322153,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,12/14/2004,20:00,UNKNOWN,NONE,UNKNOWN,-122.37270932496756,37.61579718165972,"(-122.37270932496756, 37.61579718165972)",182322153355219
190814049,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,12/14/2004,20:00,UNKNOWN,NONE,UNKNOWN,-122.45730453693481,37.72741501497707,"(-122.45730453693481, 37.72741501497707)",190814049355219
187453357,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,12/15/2004,09:00,UNKNOWN,NONE,UNKNOWN,-122.41462648765669,37.803922033916535,"(-122.41462648765669, 37.803922033916535)",187453357355219
131144494,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,12/15/2004,13:00,UNKNOWN,NONE,UNKNOWN,-122.20654833262435,37.62672792523368,"(-122.20654833262435, 37.62672792523368)",131144494355219
130146763,INDECENT EXPOSURE,SEE CATEGORY,Thursday,12/16/2004,06:00,UNKNOWN,NONE,UNKNOWN,-122.48675728233565,37.79196817144153,"(-122.48675728233565, 37.79196817144153)",130146763355219
192223076,INDECENT EXPOSURE,SEE CATEGORY,Saturday,12/18/2004,16:00,UNKNOWN,NONE,UNKNOWN,-122.34656722422605,37.668406550403255,"(-122.34656722422605, 37.668406550403255)",192223076355219
127640041,INDECENT EXPOSURE,SEE CATEGORY,Sunday,12/19/2004,09:00,UNKNOWN,NONE,UNKNOWN,-122.45226683631674,37.79976425636646,"(-122.45226683631674, 37.79976425636646)",127640041355219
158060099,INDECENT EXPOSURE,SEE CATEGORY,Monday,12/20/2004,04:00,UNKNOWN,NONE,UNKNOWN,-122.38067281452888,37.622207136733735,"(-122.38067281452888, 37.622207136733735)",158060099355219
161654090,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,12/21/2004,02:00,UNKNOWN,NONE,UNKNOWN,-122.43330960735156,37.79623546475268,"(-122.43330960735156, 37.79623546475268)",161654090355219
183058952,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,12/22/2004,11:00,UNKNOWN,NONE,UNKNOWN,-122.3156626876141,37.80035052233858,"(-122.3156626876141, 37.80035052233858)",183058952355219
161496142,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,12/22/2004,13:00,UNKNOWN,NONE,UNKNOWN,-122.20186525327482,37.788151281340014,"(-122.20186525327482, 37.788151281340014)",161496142355219
125749215,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,12/22/2004,16:00,UNKNOWN,NONE,UNKNOWN,-122.16485246574898,37.775795830631274,"(-122.16485246574898, 37.775795830631274)",125749215355219
152903458,INDECENT EXPOSURE,SEE CATEGORY,Thursday,12/23/2004,01:00,UNKNOWN,NONE,UNKNOWN,-122.29314618176006,37.72849223261637,"(-122.29314618176006, 37.72849223261637)",152903458355219
127478510,INDECENT EXPOSURE,SEE CATEGORY,Saturday,12/25/2004,02:00,UNKNOWN,NONE,UNKNOWN,-122.10836945343473,37.776427139963275,"(-122.10836945343473, 37.776427139963275)",127478510355219
